64,2000,0.006024
64,6000,0.033876
32,2000,0.008699
32,6000,0.033926
16,2000,0.006456
16,6000,0.035017
8,2000,0.007159
8,6000,0.047489
4,2000,0.006113
4,6000,0.038069

